SetVoltage,PsuMeasureVoltage,DmmAverageVoltage,DmmMinimumVoltage,DmmMaximumVoltage,DmmStandardDeviation
7.760,7.7640,+7.75780779E+00,+7.75777044E+00,+7.75784514E+00,+2.20965279E-05
7.770,7.7742,+7.76811291E+00,+7.76810133E+00,+7.76812001E+00,+6.34950351E-06
7.780,7.7839,+7.77798067E+00,+7.77796536E+00,+7.77799524E+00,+1.00849932E-05
7.790,7.7938,+7.78783162E+00,+7.78781817E+00,+7.78785926E+00,+1.15967419E-05
7.800,7.8037,+7.79778117E+00,+7.79776063E+00,+7.79780172E+00,+1.28574831E-05
7.810,7.8141,+7.80816660E+00,+7.80815128E+00,+7.80818490E+00,+1.00835840E-05
7.820,7.8240,+7.81800261E+00,+7.81797796E+00,+7.81801904E+00,+1.38944040E-05
7.830,7.8339,+7.82793461E+00,+7.82790547E+00,+7.82795403E+00,+1.76610886E-05
7.840,7.8442,+7.83826886E+00,+7.83825131E+00,+7.83828119E+00,+9.15780318E-06
7.850,7.8543,+7.84816314E+00,+7.84814521E+00,+7.84817883E+00,+1.07988089E-05
7.860,7.8642,+7.85803239E+00,+7.85800923E+00,+7.85805032E+00,+1.26990070E-05
7.870,7.8745,+7.86842902E+00,+7.86839989E+00,+7.86844844E+00,+1.35492777E-05
7.880,7.8844,+7.87828595E+00,+7.87827511E+00,+7.87829752E+00,+7.36642035E-06
7.890,7.8944,+7.88819292E+00,+7.88817649E+00,+7.88821010E+00,+9.02533208E-06
7.900,7.9041,+7.89802819E+00,+7.89800690E+00,+7.89804425E+00,+1.35749497E-05
7.910,7.9145,+7.90837626E+00,+7.90836393E+00,+7.90839755E+00,+9.88826506E-06
7.920,7.9244,+7.91831797E+00,+7.91829892E+00,+7.91833627E+00,+1.35125189E-05
7.930,7.9342,+7.92819208E+00,+7.92816668E+00,+7.92824138E+00,+2.29506522E-05
7.940,7.9446,+7.93859505E+00,+7.93857974E+00,+7.93861336E+00,+1.15060125E-05
7.950,7.9545,+7.94847925E+00,+7.94846991E+00,+7.94848858E+00,+7.13614727E-06
7.960,7.9644,+7.95831115E+00,+7.95828538E+00,+7.95834887E+00,+2.14193917E-05
7.970,7.9743,+7.96823082E+00,+7.96821290E+00,+7.96825025E+00,+1.19057201E-05
7.980,7.9846,+7.97855238E+00,+7.97852511E+00,+7.97858487E+00,+1.94827882E-05
7.990,7.9945,+7.98848587E+00,+7.98846384E+00,+7.98850866E+00,+1.32002422E-05
8.000,8.0045,+7.99836894E+00,+7.99835774E+00,+7.99839509E+00,+1.18098448E-05
8.010,8.0149,+8.00885110E+00,+8.00883056E+00,+8.00888285E+00,+1.46806615E-05
8.020,8.0247,+8.01868935E+00,+8.01866844E+00,+8.01871699E+00,+1.82355148E-05
8.030,8.0344,+8.02849325E+00,+8.02847270E+00,+8.02851752E+00,+1.34927855E-05
8.040,8.0449,+8.03891340E+00,+8.03888950E+00,+8.03893805E+00,+1.70506793E-05
8.050,8.0549,+8.04883084E+00,+8.04881328E+00,+8.04885063E+00,+1.15798802E-05
8.060,8.0647,+8.05865340E+00,+8.05863622E+00,+8.05866237E+00,+8.04640628E-06
8.070,8.0744,+8.06855702E+00,+8.06854133E+00,+8.06858615E+00,+1.41538129E-05
8.080,8.0849,+8.07895999E+00,+8.07894692E+00,+8.07896933E+00,+6.07967377E-06
8.090,8.0949,+8.08884082E+00,+8.08881468E+00,+8.08885576E+00,+1.40742710E-05
8.100,8.1051,+8.09915267E+00,+8.09912316E+00,+8.09917545E+00,+1.70715028E-05
8.110,8.1150,+8.10903163E+00,+8.10900960E+00,+8.10906189E+00,+1.47014587E-05
8.120,8.1250,+8.11895280E+00,+8.11894085E+00,+8.11897073E+00,+9.71098511E-06
8.130,8.1349,+8.12890385E+00,+8.12889451E+00,+8.12891319E+00,+6.30232806E-06
8.140,8.1455,+8.13934530E+00,+8.13932625E+00,+8.13937107E+00,+1.18635705E-05
8.150,8.1549,+8.14909354E+00,+8.14906702E+00,+8.14912678E+00,+1.69062983E-05
8.160,8.1651,+8.15897735E+00,+8.15895718E+00,+8.15900574E+00,+1.41934167E-05
8.170,8.1754,+8.16941581E+00,+8.16940013E+00,+8.16943374E+00,+9.41828833E-06
8.180,8.1853,+8.17925033E+00,+8.17923427E+00,+8.17927535E+00,+1.22808713E-05
8.190,8.1951,+8.18915282E+00,+8.18913191E+00,+8.18917673E+00,+1.38944040E-05
8.200,8.2050,+8.19901573E+00,+8.19899967E+00,+8.19903328E+00,+9.30825339E-06
8.210,8.2155,+8.20939256E+00,+8.20937911E+00,+8.20942393E+00,+1.50515596E-05
8.220,8.2253,+8.21926368E+00,+8.21924314E+00,+8.21928422E+00,+1.25266220E-05
8.230,8.2353,+8.22920203E+00,+8.22917439E+00,+8.22921921E+00,+1.24086506E-05
8.240,8.2457,+8.23958932E+00,+8.23957251E+00,+8.23960239E+00,+1.00581845E-05
8.250,8.2555,+8.24943280E+00,+8.24941413E+00,+8.24946268E+00,+1.29384647E-05
8.260,8.2654,+8.25925275E+00,+8.25922959E+00,+8.25926694E+00,+1.11783740E-05
8.270,8.2756,+8.26953658E+00,+8.26949699E+00,+8.26957169E+00,+2.05393143E-05
8.280,8.2857,+8.27971285E+00,+8.27968596E+00,+8.27974198E+00,+1.80534194E-05
8.290,8.2955,+8.28946632E+00,+8.28944167E+00,+8.28948649E+00,+1.30679700E-05
8.300,8.3053,+8.29920597E+00,+8.29918991E+00,+8.29922352E+00,+1.01670919E-05
8.310,8.3156,+8.30949241E+00,+8.30946477E+00,+8.30951706E+00,+1.62972659E-05
8.320,8.3254,+8.31927950E+00,+8.31925783E+00,+8.31930639E+00,+1.33418577E-05
8.330,8.3352,+8.32908264E+00,+8.32906210E+00,+8.32910692E+00,+1.18407894E-05
8.340,8.3455,+8.33940942E+00,+8.33939673E+00,+8.33942661E+00,+9.47770081E-06
8.350,8.3554,+8.34920995E+00,+8.34919352E+00,+8.34923087E+00,+1.09776158E-05
8.360,8.3652,+8.35905119E+00,+8.35902019E+00,+8.35908742E+00,+1.95543210E-05
8.370,8.3751,+8.36887301E+00,+8.36885434E+00,+8.36889542E+00,+1.66193313E-05
8.380,8.3853,+8.37921772E+00,+8.37920390E+00,+8.37923378E+00,+8.36081302E-06
8.390,8.3951,+8.38903842E+00,+8.38901937E+00,+8.38906793E+00,+1.44115107E-05
8.400,8.4050,+8.39882812E+00,+8.39878255E+00,+8.39885725E+00,+2.26450589E-05
8.410,8.4153,+8.40915715E+00,+8.40914333E+00,+8.40918068E+00,+1.08329700E-05
8.420,8.4251,+8.41902826E+00,+8.41900361E+00,+8.41904843E+00,+1.53275520E-05
8.430,8.4349,+8.42894084E+00,+8.42892366E+00,+8.42896101E+00,+1.37938078E-05
8.440,8.4453,+8.43927659E+00,+8.43925455E+00,+8.43929564E+00,+1.22089170E-05
8.450,8.4549,+8.44899420E+00,+8.44897665E+00,+8.44901026E+00,+1.05707119E-05
8.460,8.4649,+8.45881042E+00,+8.45879212E+00,+8.45882947E+00,+1.08813989E-05
8.470,8.4748,+8.46865427E+00,+8.46864120E+00,+8.46867108E+00,+8.72103746E-06
8.480,8.4850,+8.47902065E+00,+8.47899077E+00,+8.47904679E+00,+1.56686543E-05
8.490,8.4949,+8.48884097E+00,+8.48882118E+00,+8.48886226E+00,+1.35757348E-05
8.500,8.5048,+8.49869678E+00,+8.49867773E+00,+8.49871135E+00,+1.16258092E-05
8.510,8.5151,+8.50903253E+00,+8.50901236E+00,+8.50904971E+00,+1.12303756E-05
8.520,8.5249,+8.51886891E+00,+8.51884650E+00,+8.51888385E+00,+1.08250962E-05
8.530,8.5347,+8.52872883E+00,+8.52871426E+00,+8.52874788E+00,+9.94451296E-06
8.540,8.5451,+8.53909334E+00,+8.53905636E+00,+8.53912359E+00,+1.77121097E-05
8.550,8.5549,+8.54895960E+00,+8.54893532E+00,+8.54898761E+00,+1.46806615E-05
8.560,8.5648,+8.55886695E+00,+8.55884790E+00,+8.55889645E+00,+1.61474692E-05
8.570,8.5747,+8.56865739E+00,+8.56863722E+00,+8.56868578E+00,+1.62111485E-05
8.580,8.5849,+8.57899949E+00,+8.57897559E+00,+8.57902788E+00,+1.66364241E-05
8.590,8.5948,+8.58882616E+00,+8.58879479E+00,+8.58884335E+00,+1.58633482E-05
8.600,8.6047,+8.59867338E+00,+8.59863640E+00,+8.59868869E+00,+1.64041685E-05
8.610,8.6151,+8.60905806E+00,+8.60904573E+00,+8.60907935E+00,+1.00291789E-05
8.620,8.6250,+8.61885000E+00,+8.61883132E+00,+8.61886867E+00,+1.05639880E-05
8.630,8.6349,+8.62872074E+00,+8.62870281E+00,+8.62872896E+00,+7.24043114E-06
8.640,8.6447,+8.63855302E+00,+8.63854069E+00,+8.63857804E+00,+1.26164886E-05
8.650,8.6551,+8.64883872E+00,+8.64881183E+00,+8.64887159E+00,+2.27064753E-05
8.660,8.6648,+8.65862879E+00,+8.65860862E+00,+8.65864970E+00,+1.11043949E-05
8.670,8.6746,+8.66845285E+00,+8.66842409E+00,+8.66848758E+00,+2.35069112E-05
8.680,8.6850,+8.67878113E+00,+8.67876619E+00,+8.67880727E+00,+1.05633154E-05
8.690,8.6948,+8.68866121E+00,+8.68864515E+00,+8.68867129E+00,+8.84722486E-06
8.700,8.7047,+8.69849984E+00,+8.69848303E+00,+8.69851664E+00,+1.26401202E-05
8.710,8.7150,+8.70884791E+00,+8.70882513E+00,+8.70887368E+00,+1.46985586E-05
8.720,8.7248,+8.71867570E+00,+8.71864059E+00,+8.71869662E+00,+1.55991175E-05
8.730,8.7346,+8.72849080E+00,+8.72846727E+00,+8.72852329E+00,+1.65391881E-05
8.740,8.7445,+8.73829506E+00,+8.73827527E+00,+8.73831635E+00,+1.43734966E-05
8.750,8.7549,+8.74877237E+00,+8.74874435E+00,+8.74882279E+00,+2.67902821E-05
8.760,8.7648,+8.75860016E+00,+8.75856729E+00,+8.75861585E+00,+1.32365263E-05
8.770,8.7745,+8.76844103E+00,+8.76842385E+00,+8.76847240E+00,+1.38944040E-05
8.780,8.7848,+8.77871440E+00,+8.77869498E+00,+8.77874353E+00,+1.21382924E-05
8.790,8.7946,+8.78846227E+00,+8.78844322E+00,+8.78848057E+00,+1.18629716E-05
8.800,8.8043,+8.79809211E+00,+8.79807194E+00,+8.79811302E+00,+1.49587472E-05
8.810,8.8144,+8.80833934E+00,+8.80832066E+00,+8.80835801E+00,+1.36711799E-05
8.820,8.8247,+8.81866426E+00,+8.81864782E+00,+8.81869264E+00,+1.32777959E-05
8.830,8.8345,+8.82839121E+00,+8.82837365E+00,+8.82840353E+00,+9.74458471E-06
8.840,8.8443,+8.83819958E+00,+8.83818912E+00,+8.83821153E+00,+7.24435549E-06
8.850,8.8542,+8.84799226E+00,+8.84796350E+00,+8.84800459E+00,+1.20507562E-05
8.860,8.8645,+8.85834221E+00,+8.85831681E+00,+8.85836536E+00,+1.34442501E-05
8.870,8.8743,+8.86816626E+00,+8.86814722E+00,+8.86818457E+00,+9.06304255E-06
8.880,8.8841,+8.87797875E+00,+8.87794401E+00,+8.87801124E+00,+1.75225491E-05
8.890,8.8944,+8.88831188E+00,+8.88828611E+00,+8.88833093E+00,+1.42174258E-05
8.900,8.9044,+8.89811988E+00,+8.89808664E+00,+8.89813146E+00,+1.29867018E-05
8.910,8.9141,+8.90795365E+00,+8.90793572E+00,+8.90796934E+00,+1.04060902E-05
8.920,8.9244,+8.91830658E+00,+8.91828155E+00,+8.91834505E+00,+1.91945466E-05
8.930,8.9343,+8.92812391E+00,+8.92810449E+00,+8.92814558E+00,+1.53807704E-05
8.940,8.9439,+8.93786058E+00,+8.93785273E+00,+8.93787141E+00,+5.89574004E-06
8.950,8.9538,+8.94765662E+00,+8.94763459E+00,+8.94767567E+00,+1.26592183E-05
8.960,8.9640,+8.95797071E+00,+8.95794680E+00,+8.95801030E+00,+1.88388398E-05
8.970,8.9738,+8.96775555E+00,+8.96772866E+00,+8.96777348E+00,+1.52908859E-05
8.980,8.9837,+8.97765244E+00,+8.97763377E+00,+8.97766738E+00,+9.88215531E-06
8.990,8.9942,+8.98795457E+00,+8.98791237E+00,+8.98798333E+00,+2.29055617E-05
9.000,9.0038,+8.99772298E+00,+8.99770543E+00,+8.99773904E+00,+1.07003204E-05
9.010,9.0135,+9.00757692E+00,+9.00755078E+00,+9.00760307E+00,+1.84485764E-05
9.020,9.0239,+9.01784544E+00,+9.01782938E+00,+9.01786673E+00,+1.05700397E-05
9.030,9.0337,+9.02772291E+00,+9.02770834E+00,+9.02773449E+00,+9.65963105E-06
9.040,9.0435,+9.03746331E+00,+9.03744911E+00,+9.03748273E+00,+9.85407379E-06
9.050,9.0534,+9.04734750E+00,+9.04733181E+00,+9.04736916E+00,+1.15485441E-05
9.060,9.0639,+9.05770827E+00,+9.05769258E+00,+9.05773367E+00,+1.32365263E-05
9.070,9.0738,+9.06760890E+00,+9.06758275E+00,+9.06762384E+00,+1.24982285E-05
9.080,9.0836,+9.07740905E+00,+9.07738328E+00,+9.07743184E+00,+1.75537450E-05
9.090,9.0939,+9.08767085E+00,+9.08764694E+00,+9.08769923E+00,+1.66364241E-05
9.100,9.1037,+9.09753898E+00,+9.09751097E+00,+9.09756699E+00,+1.73788174E-05
9.110,9.1136,+9.10738396E+00,+9.10737873E+00,+9.10738993E+00,+3.81283417E-06
9.120,9.1233,+9.11715460E+00,+9.11711950E+00,+9.11717926E+00,+2.06748228E-05
9.130,9.1336,+9.12752509E+00,+9.12750641E+00,+9.12755870E+00,+1.54010836E-05
9.140,9.1435,+9.13733458E+00,+9.13732188E+00,+9.13734803E+00,+7.69154004E-06
9.150,9.1533,+9.14715378E+00,+9.14714482E+00,+9.14716350E+00,+7.12668189E-06
9.160,9.1636,+9.15740624E+00,+9.15736740E+00,+9.15742716E+00,+2.00572951E-05
9.170,9.1733,+9.16721462E+00,+9.16719407E+00,+9.16724263E+00,+1.48696566E-05
9.180,9.1833,+9.17708723E+00,+9.17705436E+00,+9.17710665E+00,+1.32365263E-05
9.190,9.1937,+9.18745174E+00,+9.18742634E+00,+9.18747116E+00,+1.36529770E-05
9.200,9.2035,+9.19728625E+00,+9.19727169E+00,+9.19729783E+00,+8.42515396E-06
9.210,9.2132,+9.20703076E+00,+9.20701619E+00,+9.20704607E+00,+8.08956031E-06
9.220,9.2230,+9.21679954E+00,+9.21679058E+00,+9.21681672E+00,+8.21852739E-06
9.230,9.2333,+9.22716592E+00,+9.22713641E+00,+9.22719617E+00,+1.90044435E-05
9.240,9.2431,+9.23703554E+00,+9.23700790E+00,+9.23706019E+00,+1.35893362E-05
9.250,9.2531,+9.24684466E+00,+9.24682711E+00,+9.24686446E+00,+1.00291789E-05
9.260,9.2633,+9.25718414E+00,+9.25716173E+00,+9.25720655E+00,+1.48462236E-05
9.270,9.2731,+9.26695778E+00,+9.26693985E+00,+9.26697720E+00,+1.06697309E-05
9.280,9.2829,+9.27680574E+00,+9.27677773E+00,+9.27683002E+00,+1.80088902E-05
9.290,9.2932,+9.28714112E+00,+9.28712357E+00,+9.28716091E+00,+1.21646056E-05
9.300,9.3030,+9.29699394E+00,+9.29696144E+00,+9.29702494E+00,+1.89748838E-05
9.310,9.3129,+9.30674965E+00,+9.30672836E+00,+9.30675824E+00,+8.68756867E-06
9.320,9.3225,+9.31649789E+00,+9.31646913E+00,+9.31651768E+00,+1.50369182E-05
9.330,9.3329,+9.32675259E+00,+9.32673279E+00,+9.32678135E+00,+1.51306599E-05
9.340,9.3430,+9.33694641E+00,+9.33692549E+00,+9.33696658E+00,+1.62985738E-05
9.350,9.3529,+9.34676748E+00,+9.34674096E+00,+9.34678578E+00,+1.46985586E-05
9.360,9.3633,+9.35711555E+00,+9.35709426E+00,+9.35714282E+00,+1.48510089E-05
9.370,9.3731,+9.36695082E+00,+9.36693214E+00,+9.36696576E+00,+8.51658397E-06
9.380,9.3829,+9.37681036E+00,+9.37679243E+00,+9.37682231E+00,+7.61914310E-06
9.390,9.3928,+9.38667139E+00,+9.38665645E+00,+9.38668260E+00,+9.14809944E-06
9.400,9.4032,+9.39700565E+00,+9.39696120E+00,+9.39704711E+00,+2.35301745E-05
9.410,9.4130,+9.40689656E+00,+9.40688498E+00,+9.40691860E+00,+1.16270315E-05
9.420,9.4229,+9.41677702E+00,+9.41676768E+00,+9.41680130E+00,+1.26378715E-05
9.430,9.4332,+9.42715348E+00,+9.42713219E+00,+9.42717327E+00,+1.33663333E-05
9.440,9.4432,+9.43704551E+00,+9.43701862E+00,+9.43707838E+00,+1.91032654E-05
9.450,9.4530,+9.44689796E+00,+9.44688638E+00,+9.44691253E+00,+8.75437830E-06
9.460,9.4633,+9.45715415E+00,+9.45712763E+00,+9.45717619E+00,+1.40191341E-05
9.470,9.4733,+9.46710221E+00,+9.46708130E+00,+9.46711491E+00,+1.15958228E-05
9.480,9.4832,+9.47697221E+00,+9.47695279E+00,+9.47699387E+00,+1.38549711E-05
9.490,9.4931,+9.48696434E+00,+9.48694380E+00,+9.48698489E+00,+1.07288361E-05
9.500,9.5035,+9.49738413E+00,+9.49736433E+00,+9.49741289E+00,+1.73616370E-05
9.510,9.5133,+9.50717383E+00,+9.50714992E+00,+9.50718727E+00,+9.33036419E-06
9.520,9.5232,+9.51704943E+00,+9.51701395E+00,+9.51708118E+00,+2.15366684E-05
9.530,9.5336,+9.52742253E+00,+9.52740460E+00,+9.52744568E+00,+1.36519361E-05
9.540,9.5435,+9.53732166E+00,+9.53729477E+00,+9.53733959E+00,+1.45430448E-05
9.550,9.5533,+9.54717858E+00,+9.54715132E+00,+9.54721481E+00,+1.99079514E-05
9.560,9.5632,+9.55712216E+00,+9.55710498E+00,+9.55714233E+00,+1.20666655E-05
9.570,9.5736,+9.56749750E+00,+9.56747696E+00,+9.56752178E+00,+1.23022601E-05
9.580,9.5836,+9.57735032E+00,+9.57733725E+00,+9.57736713E+00,+1.04639684E-05
9.590,9.5934,+9.58722891E+00,+9.58721621E+00,+9.58724609E+00,+1.03224507E-05
9.600,9.6039,+9.59772451E+00,+9.59771144E+00,+9.59773759E+00,+9.18685290E-06
9.610,9.6138,+9.60765801E+00,+9.60764643E+00,+9.60767257E+00,+8.42599728E-06
9.620,9.6237,+9.61755714E+00,+9.61753286E+00,+9.61757395E+00,+1.33875801E-05
9.630,9.6341,+9.62796124E+00,+9.62793472E+00,+9.62797580E+00,+1.30929577E-05
9.640,9.6439,+9.63780771E+00,+9.63778380E+00,+9.63783609E+00,+1.99182992E-05
9.650,9.6539,+9.64770422E+00,+9.64768144E+00,+9.64773000E+00,+1.58857281E-05
9.660,9.6637,+9.65758505E+00,+9.65755667E+00,+9.65762390E+00,+1.85403982E-05
9.670,9.6742,+9.66800335E+00,+9.66799214E+00,+9.66802576E+00,+9.14809944E-06
9.680,9.6840,+9.67786027E+00,+9.67783749E+00,+9.67790098E+00,+2.33516363E-05
9.690,9.6939,+9.68782290E+00,+9.68779115E+00,+9.68784344E+00,+1.63885678E-05
9.700,9.7043,+9.69825912E+00,+9.69823036E+00,+9.69829759E+00,+2.36842789E-05
9.710,9.7141,+9.70804209E+00,+9.70802715E+00,+9.70806450E+00,+1.00213827E-05
9.720,9.7240,+9.71790537E+00,+9.71786877E+00,+9.71793600E+00,+2.36106630E-05
9.730,9.7345,+9.72836549E+00,+9.72832665E+00,+9.72839014E+00,+1.76139541E-05
9.740,9.7443,+9.73824408E+00,+9.73821682E+00,+9.73826163E+00,+1.34727595E-05
9.750,9.7542,+9.74807822E+00,+9.74803975E+00,+9.74809951E+00,+1.84535826E-05
9.760,9.7641,+9.75801396E+00,+9.75799342E+00,+9.75803450E+00,+1.08572114E-05
9.770,9.7744,+9.76840349E+00,+9.76839154E+00,+9.76842142E+00,+9.99298134E-06
9.780,9.7844,+9.77833848E+00,+9.77832653E+00,+9.77834520E+00,+6.20690157E-06
9.790,9.7943,+9.78821931E+00,+9.78820175E+00,+9.78824284E+00,+1.13361704E-05
9.800,9.8048,+9.79859502E+00,+9.79857747E+00,+9.79861482E+00,+1.18167618E-05
9.810,9.8147,+9.80853113E+00,+9.80850498E+00,+9.80854980E+00,+1.21605162E-05
9.820,9.8247,+9.81846910E+00,+9.81844744E+00,+9.81849600E+00,+1.48285048E-05
9.830,9.8345,+9.82837981E+00,+9.82834508E+00,+9.82840857E+00,+1.87530270E-05
9.840,9.8449,+9.83868867E+00,+9.83865730E+00,+9.83872826E+00,+2.18546752E-05
9.850,9.8546,+9.84845820E+00,+9.84844662E+00,+9.84847650E+00,+7.91194129E-06
9.860,9.8650,+9.85878050E+00,+9.85875510E+00,+9.85880366E+00,+1.27001260E-05
9.870,9.8753,+9.86902960E+00,+9.86900756E+00,+9.86905985E+00,+1.47939641E-05
9.880,9.8851,+9.87875244E+00,+9.87871845E+00,+9.87878195E+00,+2.03526953E-05
9.890,9.8952,+9.88895597E+00,+9.88894477E+00,+9.88896344E+00,+6.68210338E-06
9.900,9.9048,+9.89874268E+00,+9.89871542E+00,+9.89876024E+00,+1.29434063E-05
9.910,9.9148,+9.90851856E+00,+9.90848980E+00,+9.90854956E+00,+1.87522692E-05
9.920,9.9250,+9.91879866E+00,+9.91877961E+00,+9.91881322E+00,+1.06216748E-05
9.930,9.9348,+9.92863280E+00,+9.92860628E+00,+9.92865857E+00,+1.69888922E-05
9.940,9.9450,+9.93890916E+00,+9.93889236E+00,+9.93893718E+00,+1.45850020E-05
9.950,9.9548,+9.94869886E+00,+9.94868168E+00,+9.94873024E+00,+1.73743194E-05
9.960,9.9646,+9.95848744E+00,+9.95847101E+00,+9.95851582E+00,+1.40939465E-05
9.970,9.9749,+9.96877052E+00,+9.96874587E+00,+9.96878322E+00,+1.12297429E-05
9.980,9.9847,+9.97855985E+00,+9.97853893E+00,+9.97858749E+00,+1.81597658E-05
9.990,9.9945,+9.98834843E+00,+9.98831705E+00,+9.98836187E+00,+1.28508499E-05
10.000,10.0048,+9.99864346E+00,+9.99862554E+00,+9.99866289E+00,+1.17878640E-05
10.010,10.0146,+1.00084078E+01,+1.00083775E+01,+1.00084447E+01,+2.53565753E-05
10.020,10.0248,+1.00186796E+01,+1.00186486E+01,+1.00187121E+01,+1.81476323E-05
10.030,10.0346,+1.00284619E+01,+1.00284305E+01,+1.00284903E+01,+1.98486152E-05
10.040,10.0445,+1.00382702E+01,+1.00382460E+01,+1.00382833E+01,+1.26384337E-05
10.050,10.0547,+1.00485410E+01,+1.00485096E+01,+1.00485843E+01,+2.52875471E-05
10.060,10.0645,+1.00583725E+01,+1.00583512E+01,+1.00583923E+01,+1.19340348E-05
10.070,10.0743,+1.00681469E+01,+1.00681107E+01,+1.00681742E+01,+2.04613292E-05
10.080,10.0845,+1.00784472E+01,+1.00784266E+01,+1.00784640E+01,+1.14819031E-05
10.090,10.0944,+1.00882365E+01,+1.00882197E+01,+1.00882496E+01,+9.03398797E-06
10.100,10.1046,+1.00984554E+01,+1.00984385E+01,+1.00984759E+01,+1.17213712E-05
10.110,10.1145,+1.01082981E+01,+1.01082764E+01,+1.01083250E+01,+1.49206987E-05
10.120,10.1243,+1.01181446E+01,+1.01181218E+01,+1.01181591E+01,+1.07513298E-05
10.130,10.1345,+1.01285132E+01,+1.01284975E+01,+1.01285236E+01,+1.01348931E-05
10.140,10.1444,+1.01382659E+01,+1.01382495E+01,+1.01382943E+01,+1.65520714E-05
10.150,10.1541,+1.01480407E+01,+1.01479865E+01,+1.01480724E+01,+2.34578924E-05
10.160,10.1645,+1.01583290E+01,+1.01583137E+01,+1.01583547E+01,+1.35122560E-05
10.170,10.1744,+1.01681807E+01,+1.01681590E+01,+1.01681963E+01,+1.17872612E-05
10.180,10.1846,+1.01784327E+01,+1.01784152E+01,+1.01784488E+01,+9.88934286E-06
10.190,10.1944,+1.01882478E+01,+1.01882269E+01,+1.01882680E+01,+1.28525085E-05
10.200,10.2042,+1.01980558E+01,+1.01980237E+01,+1.01980797E+01,+1.79286174E-05
10.210,10.2145,+1.02083625E+01,+1.02083285E+01,+1.02083994E+01,+1.93677495E-05
10.220,10.2241,+1.02179893E+01,+1.02179833E+01,+1.02179983E+01,+4.77730391E-06
10.230,10.2339,+1.02278119E+01,+1.02277764E+01,+1.02278399E+01,+1.87677981E-05
10.240,10.2444,+1.02381734E+01,+1.02381558E+01,+1.02381932E+01,+1.19334394E-05
10.250,10.2542,+1.02480419E+01,+1.02480236E+01,+1.02480572E+01,+9.36760524E-06
10.260,10.2645,+1.02583806E+01,+1.02583694E+01,+1.02583993E+01,+1.05633154E-05
10.270,10.2742,+1.02680941E+01,+1.02680841E+01,+1.02681102E+01,+1.00284704E-05
10.280,10.2841,+1.02778222E+01,+1.02777949E+01,+1.02778435E+01,+1.44710454E-05
10.290,10.2944,+1.02881576E+01,+1.02881333E+01,+1.02881819E+01,+1.64724637E-05
10.300,10.3042,+1.02979970E+01,+1.02979787E+01,+1.02980085E+01,+1.15053949E-05
10.310,10.3140,+1.03077960E+01,+1.03077792E+01,+1.03078091E+01,+9.18762630E-06
10.320,10.3243,+1.03180824E+01,+1.03180541E+01,+1.03180951E+01,+1.13530812E-05
10.330,10.3341,+1.03278579E+01,+1.03278359E+01,+1.03278807E+01,+1.47934838E-05
10.340,10.3443,+1.03382015E+01,+1.03381855E+01,+1.03382191E+01,+1.10839000E-05
10.350,10.3542,+1.03479868E+01,+1.03479636E+01,+1.03480122E+01,+1.69348534E-05
10.360,10.3639,+1.03578030E+01,+1.03577791E+01,+1.03578276E+01,+1.65516421E-05
10.370,10.3742,+1.03680700E+01,+1.03680539E+01,+1.03680913E+01,+1.16977058E-05
10.380,10.3839,+1.03778466E+01,+1.03778209E+01,+1.03778955E+01,+2.79224700E-05
10.390,10.3937,+1.03876023E+01,+1.03875654E+01,+1.03876251E+01,+1.65735214E-05
10.400,10.4044,+1.03982458E+01,+1.03982324E+01,+1.03982660E+01,+1.11043949E-05
10.410,10.4141,+1.04080023E+01,+1.04079918E+01,+1.04080105E+01,+6.84701466E-06
10.420,10.4239,+1.04177442E+01,+1.04177289E+01,+1.04177700E+01,+1.25492905E-05
10.430,10.4342,+1.04280553E+01,+1.04280299E+01,+1.04280822E+01,+1.59179000E-05
10.440,10.4439,+1.04378046E+01,+1.04377893E+01,+1.04378192E+01,+8.25906185E-06
10.450,10.4542,+1.04481113E+01,+1.04481015E+01,+1.04481240E+01,+6.29217301E-06
10.460,10.4640,+1.04578995E+01,+1.04578759E+01,+1.04579170E+01,+1.04374524E-05
10.470,10.4737,+1.04676585E+01,+1.04676391E+01,+1.04676839E+01,+1.48275464E-05
10.480,10.4840,+1.04780320E+01,+1.04780186E+01,+1.04780634E+01,+1.24097958E-05
10.490,10.4939,+1.04878762E+01,+1.04878490E+01,+1.04879013E+01,+1.94844293E-05
10.500,10.5037,+1.04976745E+01,+1.04976420E+01,+1.04977055E+01,+1.91214822E-05
10.510,10.5142,+1.05079852E+01,+1.05079767E+01,+1.05079991E+01,+9.30977996E-06
10.520,10.5238,+1.05177398E+01,+1.05177286E+01,+1.05177585E+01,+1.04313237E-05
10.530,10.5342,+1.05280950E+01,+1.05280782E+01,+1.05281081E+01,+7.87593682E-06
10.540,10.5440,+1.05379168E+01,+1.05378899E+01,+1.05379460E+01,+1.99596368E-05
10.550,10.5539,+1.05478477E+01,+1.05478249E+01,+1.05478809E+01,+1.47000087E-05
10.560,10.5643,+1.05581842E+01,+1.05581558E+01,+1.05582044E+01,+1.55982064E-05
10.570,10.5740,+1.05679018E+01,+1.05678704E+01,+1.05679302E+01,+1.71309183E-05
10.580,10.5838,+1.05777393E+01,+1.05777233E+01,+1.05777531E+01,+9.15353480E-06
10.590,10.5940,+1.05880627E+01,+1.05880392E+01,+1.05880915E+01,+1.65396177E-05
