Test Setup Parameters
DMM Model: SDM3055
PSU Model: DP832
PSU Channel: 2
voltMin: 0.000
voltMax: 32.000
voltStep: 0.001
currentLimit: 1.000
overCurrentLimit: OFF
dmmMeasureMode: average
dmmMeasureCount: 10
cmdDelay: 0.01
measDelay: 1
startTime: 2018-03-24 01:06:07.348788
endTime: 2018-03-24 06:54:58.846738
elapsedTime: 5:48:51.497950
DP832 Initial System Temp: 28.32C
DP832 Ending System Temp: 27.48C
Run Notes:
START DATA CAPTURE
SetVoltage,PsuMeasureVoltage,DmmAverageVoltage,DmmMinimumVoltage,DmmMaximumVoltage,DmmStandardDeviation
5.790,5.7904,+5.78597871E+00,+5.78596302E+00,+5.78598917E+00,+8.31863913E-06
5.791,5.7913,+5.78700731E+00,+5.78699013E+00,+5.78702375E+00,+1.07215486E-05
5.792,5.7925,+5.78801949E+00,+5.78800231E+00,+5.78803966E+00,+1.28519557E-05
5.793,5.7934,+5.78904959E+00,+5.78901822E+00,+5.78908545E+00,+2.13384628E-05
5.794,5.7944,+5.79008343E+00,+5.79005280E+00,+5.79010882E+00,+1.82056824E-05
5.795,5.7955,+5.79111166E+00,+5.79106871E+00,+5.79114341E+00,+2.36365298E-05
5.796,5.7967,+5.79213803E+00,+5.79211450E+00,+5.79216305E+00,+1.44705544E-05
5.797,5.7974,+5.79315730E+00,+5.79313787E+00,+5.79316775E+00,+1.07988089E-05
5.798,5.7986,+5.79422064E+00,+5.79420607E+00,+5.79423222E+00,+8.59010263E-06
5.799,5.7996,+5.79529817E+00,+5.79528174E+00,+5.79530788E+00,+9.47920009E-06
5.800,5.8007,+5.79628495E+00,+5.79624536E+00,+5.79632006E+00,+2.28538541E-05
5.801,5.8018,+5.79732775E+00,+5.79728741E+00,+5.79735091E+00,+2.09158805E-05
5.802,5.8027,+5.79836420E+00,+5.79834814E+00,+5.79837802E+00,+1.00288247E-05
5.803,5.8033,+5.79886170E+00,+5.79884115E+00,+5.79889344E+00,+1.68070302E-05
5.804,5.8042,+5.79985370E+00,+5.79984212E+00,+5.79987200E+00,+9.21696748E-06
5.805,5.8053,+5.80089090E+00,+5.80086550E+00,+5.80091032E+00,+1.38544583E-05
5.806,5.8064,+5.80192698E+00,+5.80190009E+00,+5.80194864E+00,+1.73423911E-05
5.807,5.8073,+5.80292720E+00,+5.80291226E+00,+5.80295334E+00,+1.05633154E-05
5.808,5.8082,+5.80398979E+00,+5.80397299E+00,+5.80399913E+00,+9.03438122E-06
5.809,5.8094,+5.80499375E+00,+5.80496649E+00,+5.80505239E+00,+2.89813450E-05
5.810,5.8104,+5.80603356E+00,+5.80600854E+00,+5.80606830E+00,+1.98376938E-05
5.811,5.8114,+5.80710998E+00,+5.80710288E+00,+5.80712156E+00,+5.39808833E-06
5.812,5.8123,+5.80807771E+00,+5.80805156E+00,+5.80809638E+00,+1.32579811E-05
5.813,5.8133,+5.80911005E+00,+5.80908614E+00,+5.80912723E+00,+1.20684320E-05
5.814,5.8145,+5.81014276E+00,+5.81011699E+00,+5.81016555E+00,+1.62328301E-05
5.815,5.8155,+5.81118780E+00,+5.81114411E+00,+5.81123001E+00,+2.57171767E-05
5.816,5.8166,+5.81221118E+00,+5.81220110E+00,+5.81222724E+00,+8.84722486E-06
5.817,5.8170,+5.81272362E+00,+5.81268664E+00,+5.81273893E+00,+1.39199499E-05
5.818,5.8182,+5.81379705E+00,+5.81377725E+00,+5.81381834E+00,+1.25053329E-05
5.819,5.8192,+5.81480399E+00,+5.81478569E+00,+5.81483798E+00,+1.56200565E-05
5.820,5.8202,+5.81587816E+00,+5.81584268E+00,+5.81591365E+00,+1.99916502E-05
5.821,5.8214,+5.81695682E+00,+5.81693329E+00,+5.81696690E+00,+1.10867844E-05
5.822,5.8223,+5.81795405E+00,+5.81793799E+00,+5.81797534E+00,+1.19337371E-05
5.823,5.8234,+5.81899685E+00,+5.81897631E+00,+5.81901740E+00,+1.43925162E-05
5.824,5.8244,+5.82003443E+00,+5.82000716E+00,+5.82005571E+00,+1.62846173E-05
5.825,5.8253,+5.82107349E+00,+5.82105295E+00,+5.82109030E+00,+1.45862199E-05
5.826,5.8265,+5.82210509E+00,+5.82207259E+00,+5.82212862E+00,+1.62848354E-05
5.827,5.8276,+5.82313145E+00,+5.82310344E+00,+5.82315199E+00,+1.74587692E-05
5.828,5.8286,+5.82417500E+00,+5.82415296E+00,+5.82420152E+00,+1.60601063E-05
5.829,5.8295,+5.82516178E+00,+5.82513526E+00,+5.82518008E+00,+1.25498567E-05
5.830,5.8306,+5.82616536E+00,+5.82610635E+00,+5.82623333E+00,+4.88351589E-05
5.831,5.8310,+5.82675996E+00,+5.82674129E+00,+5.82677864E+00,+1.16922377E-05
5.832,5.8321,+5.82777475E+00,+5.82774599E+00,+5.82780575E+00,+1.83771859E-05
5.833,5.8332,+5.82878468E+00,+5.82875443E+00,+5.82881793E+00,+1.84833994E-05
5.834,5.8342,+5.82979910E+00,+5.82978528E+00,+5.82980769E+00,+6.26104167E-06
5.835,5.8355,+5.83084937E+00,+5.83082733E+00,+5.83086468E+00,+1.29867018E-05
5.836,5.8363,+5.83190674E+00,+5.83187312E+00,+5.83194035E+00,+1.70337937E-05
5.837,5.8373,+5.83295738E+00,+5.83294505E+00,+5.83297867E+00,+9.15586326E-06
5.838,5.8383,+5.83394752E+00,+5.83393108E+00,+5.83395723E+00,+9.33036419E-06
5.839,5.8393,+5.83496791E+00,+5.83494699E+00,+5.83499928E+00,+1.74549025E-05
5.840,5.8404,+5.83600137E+00,+5.83598157E+00,+5.83601892E+00,+1.29428573E-05
5.841,5.8414,+5.83705649E+00,+5.83702736E+00,+5.83709459E+00,+2.02378616E-05
5.842,5.8425,+5.83808884E+00,+5.83807689E+00,+5.83810676E+00,+1.02700031E-05
5.843,5.8435,+5.83916450E+00,+5.83914882E+00,+5.83917870E+00,+8.96450687E-06
5.844,5.8446,+5.84020693E+00,+5.84017593E+00,+5.84022449E+00,+1.64549847E-05
5.845,5.8451,+5.84070704E+00,+5.84068015E+00,+5.84073244E+00,+1.68528378E-05
5.846,5.8462,+5.84172183E+00,+5.84169979E+00,+5.84173714E+00,+1.12607041E-05
5.847,5.8471,+5.84271682E+00,+5.84270450E+00,+5.84273811E+00,+1.08313301E-05
5.848,5.8481,+5.84374991E+00,+5.84370920E+00,+5.84378764E+00,+2.19983941E-05
5.849,5.8491,+5.84478113E+00,+5.84476246E+00,+5.84479234E+00,+1.09533164E-05
5.850,5.8501,+5.84580638E+00,+5.84577090E+00,+5.84584933E+00,+2.20487241E-05
5.851,5.8513,+5.84686113E+00,+5.84683910E+00,+5.84689139E+00,+1.91506301E-05
5.852,5.8522,+5.84796294E+00,+5.84794838E+00,+5.84798573E+00,+1.16267259E-05
5.853,5.8533,+5.84897848E+00,+5.84894188E+00,+5.84900911E+00,+1.88090199E-05
5.854,5.8544,+5.85002352E+00,+5.85000261E+00,+5.85003995E+00,+1.26325292E-05
5.855,5.8554,+5.85104391E+00,+5.85102225E+00,+5.85105586E+00,+1.01324390E-05
5.856,5.8565,+5.85204002E+00,+5.85200454E+00,+5.85205683E+00,+1.79315896E-05
5.857,5.8574,+5.85307087E+00,+5.85303539E+00,+5.85309889E+00,+1.81638737E-05
5.858,5.8584,+5.85405317E+00,+5.85403262E+00,+5.85406624E+00,+1.27487076E-05
5.859,5.8590,+5.85459660E+00,+5.85458540E+00,+5.85460781E+00,+8.51700111E-06
5.860,5.8599,+5.85564613E+00,+5.85561625E+00,+5.85566854E+00,+1.71969472E-05
5.861,5.8611,+5.85669266E+00,+5.85666577E+00,+5.85675541E+00,+2.66624042E-05
5.862,5.8622,+5.85772612E+00,+5.85768915E+00,+5.85778999E+00,+3.48154399E-05
5.863,5.8631,+5.85870879E+00,+5.85867891E+00,+5.85874988E+00,+1.92629081E-05
5.864,5.8641,+5.85974039E+00,+5.85972843E+00,+5.85975084E+00,+7.04596487E-06
5.865,5.8651,+5.86078730E+00,+5.86074808E+00,+5.86082651E+00,+2.27338397E-05
5.866,5.8662,+5.86184317E+00,+5.86182748E+00,+5.86187977E+00,+1.87342623E-05
5.867,5.8674,+5.86289232E+00,+5.86288074E+00,+5.86291062E+00,+9.65963105E-06
5.868,5.8682,+5.86393699E+00,+5.86390412E+00,+5.86396761E+00,+1.97493854E-05
5.869,5.8694,+5.86498688E+00,+5.86494617E+00,+5.86504701E+00,+2.84174794E-05
5.870,5.8704,+5.86600428E+00,+5.86597328E+00,+5.86602931E+00,+1.82247963E-05
5.871,5.8715,+5.86702692E+00,+5.86701907E+00,+5.86703775E+00,+5.65270792E-06
5.872,5.8723,+5.86805963E+00,+5.86802751E+00,+5.86810221E+00,+2.36338242E-05
5.873,5.8735,+5.86905761E+00,+5.86904715E+00,+5.86907703E+00,+7.79887544E-06
5.874,5.8739,+5.86956333E+00,+5.86954017E+00,+5.86958872E+00,+1.55617215E-05
5.875,5.8748,+5.87060501E+00,+5.87056355E+00,+5.87065692E+00,+2.74688832E-05
5.876,5.8761,+5.87165453E+00,+5.87163922E+00,+5.87166909E+00,+9.66036660E-06
5.877,5.8771,+5.87268911E+00,+5.87267006E+00,+5.87272609E+00,+1.58857281E-05
5.878,5.8783,+5.87373490E+00,+5.87370465E+00,+5.87375694E+00,+1.61470292E-05
5.879,5.8792,+5.87477957E+00,+5.87476537E+00,+5.87479899E+00,+1.05377236E-05
5.880,5.8801,+5.87578950E+00,+5.87575514E+00,+5.87581490E+00,+1.89563387E-05
5.881,5.8813,+5.87679943E+00,+5.87678225E+00,+5.87682334E+00,+1.08509924E-05
5.882,5.8823,+5.87786912E+00,+5.87785792E+00,+5.87789153E+00,+1.12050391E-05
5.883,5.8833,+5.87891939E+00,+5.87890744E+00,+5.87892985E+00,+7.97589438E-06
5.884,5.8843,+5.87993157E+00,+5.87990841E+00,+5.87994576E+00,+1.17878640E-05
5.885,5.8852,+5.88094598E+00,+5.88093179E+00,+5.88096540E+00,+1.04043830E-05
5.886,5.8864,+5.88194770E+00,+5.88192902E+00,+5.88198878E+00,+1.80667961E-05
5.887,5.8875,+5.88296286E+00,+5.88295240E+00,+5.88298602E+00,+9.27000747E-06
5.888,5.8879,+5.88351265E+00,+5.88349771E+00,+5.88352759E+00,+9.59542223E-06
5.889,5.8890,+5.88456142E+00,+5.88453602E+00,+5.88457711E+00,+1.19051232E-05
5.890,5.8901,+5.88562028E+00,+5.88558555E+00,+5.88564531E+00,+1.66240336E-05
5.891,5.8911,+5.88664665E+00,+5.88663507E+00,+5.88665748E+00,+7.17437912E-06
5.892,5.8921,+5.88764986E+00,+5.88763604E+00,+5.88768086E+00,+1.43737438E-05
5.893,5.8931,+5.88866203E+00,+5.88865195E+00,+5.88868556E+00,+1.12107448E-05
5.894,5.8941,+5.88971529E+00,+5.88969027E+00,+5.88972388E+00,+9.74677197E-06
5.895,5.8951,+5.89074987E+00,+5.89073605E+00,+5.89076967E+00,+1.12110617E-05
5.896,5.8963,+5.89179641E+00,+5.89176690E+00,+5.89181172E+00,+1.46044760E-05
5.897,5.8972,+5.89285004E+00,+5.89282390E+00,+5.89288365E+00,+2.10621259E-05
5.898,5.8984,+5.89387566E+00,+5.89386595E+00,+5.89388836E+00,+5.83456103E-06
5.899,5.8991,+5.89492331E+00,+5.89490427E+00,+5.89493788E+00,+1.12607041E-05
5.900,5.9002,+5.89597060E+00,+5.89593138E+00,+5.89601355E+00,+2.52350890E-05
5.901,5.9013,+5.89701676E+00,+5.89698837E+00,+5.89704066E+00,+1.48646384E-05
5.902,5.9018,+5.89749185E+00,+5.89747392E+00,+5.89750753E+00,+9.85335270E-06
5.903,5.9031,+5.89859702E+00,+5.89857573E+00,+5.89862055E+00,+1.36768959E-05
5.904,5.9041,+5.89962973E+00,+5.89961405E+00,+5.89964766E+00,+1.10546934E-05
5.905,5.9050,+5.90063294E+00,+5.90061875E+00,+5.90065610E+00,+1.11802808E-05
5.906,5.9061,+5.90166977E+00,+5.90164960E+00,+5.90168695E+00,+1.24097958E-05
5.907,5.9070,+5.90269576E+00,+5.90266924E+00,+5.90271780E+00,+1.51672448E-05
5.908,5.9082,+5.90371503E+00,+5.90369262E+00,+5.90372997E+00,+1.04309831E-05
5.909,5.9091,+5.90475111E+00,+5.90471974E+00,+5.90477949E+00,+1.77713825E-05
5.910,5.9099,+5.90578681E+00,+5.90575058E+00,+5.90582528E+00,+2.32676562E-05
5.911,5.9112,+5.90686472E+00,+5.90683746E+00,+5.90689722E+00,+2.30266868E-05
5.912,5.9122,+5.90789221E+00,+5.90786457E+00,+5.90790939E+00,+1.27425753E-05
5.913,5.9133,+5.90888421E+00,+5.90887301E+00,+5.90889168E+00,+6.24968273E-06
5.914,5.9142,+5.90996997E+00,+5.90994121E+00,+5.90998976E+00,+1.41776385E-05
5.915,5.9154,+5.91101463E+00,+5.91099073E+00,+5.91103181E+00,+1.21835743E-05
5.916,5.9158,+5.91148449E+00,+5.91145386E+00,+5.91150989E+00,+1.71812392E-05
5.917,5.9170,+5.91254074E+00,+5.91251086E+00,+5.91255941E+00,+1.47521195E-05
5.918,5.9178,+5.91353760E+00,+5.91350809E+00,+5.91355665E+00,+1.51670106E-05
5.919,5.9189,+5.91456060E+00,+5.91454641E+00,+5.91458749E+00,+1.38547147E-05
5.920,5.9200,+5.91560564E+00,+5.91557726E+00,+5.91562955E+00,+1.84643607E-05
5.921,5.9210,+5.91663313E+00,+5.91660064E+00,+5.91666040E+00,+1.50376270E-05
5.922,5.9220,+5.91767518E+00,+5.91765016E+00,+5.91769871E+00,+1.41783903E-05
5.923,5.9230,+5.91867877E+00,+5.91866980E+00,+5.91869221E+00,+8.04552318E-06
5.924,5.9240,+5.91969318E+00,+5.91967451E+00,+5.91971933E+00,+1.14512297E-05
5.925,5.9251,+5.92075204E+00,+5.92071656E+00,+5.92078752E+00,+1.98516578E-05
5.926,5.9262,+5.92184900E+00,+5.92182584E+00,+5.92186693E+00,+1.15476212E-05
5.927,5.9274,+5.92287387E+00,+5.92285295E+00,+5.92289404E+00,+1.20678432E-05
5.928,5.9282,+5.92386065E+00,+5.92383525E+00,+5.92388754E+00,+1.82824071E-05
5.929,5.9293,+5.92493333E+00,+5.92492212E+00,+5.92495200E+00,+8.99536585E-06
5.930,5.9299,+5.92544576E+00,+5.92542634E+00,+5.92547116E+00,+1.42518682E-05
5.931,5.9308,+5.92651284E+00,+5.92649827E+00,+5.92652815E+00,+1.02218056E-05
5.932,5.9318,+5.92751269E+00,+5.92749177E+00,+5.92755153E+00,+1.79280229E-05
5.933,5.9328,+5.92851142E+00,+5.92848527E+00,+5.92852636E+00,+1.19283772E-05
5.934,5.9338,+5.92952994E+00,+5.92950865E+00,+5.92955347E+00,+1.49440149E-05
5.935,5.9348,+5.93058245E+00,+5.93055070E+00,+5.93060673E+00,+1.53317236E-05
5.936,5.9359,+5.93161965E+00,+5.93160023E+00,+5.93164505E+00,+1.56516395E-05
5.937,5.9369,+5.93261838E+00,+5.93259372E+00,+5.93263481E+00,+1.32791337E-05
5.938,5.9381,+5.93366566E+00,+5.93362831E+00,+5.93368807E+00,+1.78344428E-05
5.939,5.9390,+5.93468157E+00,+5.93466289E+00,+5.93470398E+00,+1.26111372E-05
5.940,5.9400,+5.93568627E+00,+5.93565639E+00,+5.93571615E+00,+1.85998966E-05
5.941,5.9410,+5.93674961E+00,+5.93673953E+00,+5.93676941E+00,+8.01854177E-06
5.942,5.9422,+5.93781370E+00,+5.93777411E+00,+5.93786001E+00,+2.33364173E-05
5.943,5.9431,+5.93884194E+00,+5.93883110E+00,+5.93885351E+00,+9.06421847E-06
5.944,5.9442,+5.93985971E+00,+5.93985075E+00,+5.93988436E+00,+1.03238273E-05
5.945,5.9446,+5.94039755E+00,+5.94038111E+00,+5.94041099E+00,+7.50639987E-06
5.946,5.9459,+5.94140374E+00,+5.94138955E+00,+5.94141569E+00,+7.24190302E-06
5.947,5.9468,+5.94242824E+00,+5.94240546E+00,+5.94243907E+00,+9.51473857E-06
5.948,5.9480,+5.94342585E+00,+5.94339149E+00,+5.94345498E+00,+1.78181005E-05
5.949,5.9488,+5.94448172E+00,+5.94446342E+00,+5.94451197E+00,+1.44124968E-05
5.950,5.9498,+5.94552938E+00,+5.94551294E+00,+5.94555776E+00,+1.34869915E-05
5.951,5.9510,+5.94654491E+00,+5.94652885E+00,+5.94655873E+00,+9.15625127E-06
5.952,5.9521,+5.94763813E+00,+5.94760825E+00,+5.94766428E+00,+1.85998966E-05
5.953,5.9531,+5.94866226E+00,+5.94865031E+00,+5.94867645E+00,+8.96411055E-06
5.954,5.9541,+5.94970655E+00,+5.94967742E+00,+5.94974839E+00,+2.27680381E-05
5.955,5.9550,+5.95069931E+00,+5.95067839E+00,+5.95072694E+00,+1.69681767E-05
5.956,5.9561,+5.95169841E+00,+5.95166442E+00,+5.95173538E+00,+2.26848732E-05
5.957,5.9571,+5.95272963E+00,+5.95270647E+00,+5.95275503E+00,+1.50142195E-05
5.958,5.9581,+5.95379783E+00,+5.95375226E+00,+5.95383069E+00,+2.50437411E-05
5.959,5.9587,+5.95434238E+00,+5.95431250E+00,+5.95436479E+00,+1.54900993E-05
5.960,5.9596,+5.95536464E+00,+5.95534709E+00,+5.95538817E+00,+1.50371545E-05
5.961,5.9608,+5.95640333E+00,+5.95638167E+00,+5.95642275E+00,+1.21368289E-05
5.962,5.9618,+5.95741775E+00,+5.95739758E+00,+5.95743493E+00,+1.07222113E-05
5.963,5.9629,+5.95840938E+00,+5.95836867E+00,+5.95844337E+00,+2.26233981E-05
5.964,5.9637,+5.95939466E+00,+5.95938084E+00,+5.95940699E+00,+8.19168212E-06
5.965,5.9648,+5.96042289E+00,+5.96038554E+00,+5.96044904E+00,+1.88233695E-05
5.966,5.9658,+5.96148362E+00,+5.96145374E+00,+5.96150977E+00,+1.66193313E-05
5.967,5.9667,+5.96253202E+00,+5.96251447E+00,+5.96254809E+00,+9.30710830E-06
5.968,5.9679,+5.96355540E+00,+5.96353785E+00,+5.96357893E+00,+1.38798218E-05
5.969,5.9690,+5.96458625E+00,+5.96457617E+00,+5.96460231E+00,+9.15702726E-06
5.970,5.9698,+5.96558610E+00,+5.96556593E+00,+5.96561449E+00,+1.55975231E-05
5.971,5.9710,+5.96659454E+00,+5.96657437E+00,+5.96661545E+00,+1.47708921E-05
5.972,5.9719,+5.96761493E+00,+5.96756413E+00,+5.96765377E+00,+2.48421977E-05
5.973,5.9724,+5.96810570E+00,+5.96808329E+00,+5.96811691E+00,+1.08257526E-05
5.974,5.9735,+5.96917054E+00,+5.96915523E+00,+5.96918511E+00,+9.51473857E-06
5.975,5.9745,+5.97024583E+00,+5.97021969E+00,+5.97027198E+00,+1.34661654E-05
5.976,5.9756,+5.97126099E+00,+5.97124307E+00,+5.97127295E+00,+1.02700031E-05
5.977,5.9768,+5.97232695E+00,+5.97229632E+00,+5.97235982E+00,+2.05795772E-05
5.978,5.9777,+5.97333464E+00,+5.97332344E+00,+5.97334585E+00,+8.67897663E-06
5.979,5.9788,+5.97437259E+00,+5.97435802E+00,+5.97439164E+00,+1.12610196E-05
5.980,5.9797,+5.97537169E+00,+5.97535152E+00,+5.97540754E+00,+1.50515596E-05
5.981,5.9809,+5.97637453E+00,+5.97634128E+00,+5.97639357E+00,+1.49822413E-05
5.982,5.9818,+5.97743824E+00,+5.97742069E+00,+5.97746924E+00,+1.67073850E-05
5.983,5.9831,+5.97852287E+00,+5.97850756E+00,+5.97853370E+00,+8.08868191E-06
5.984,5.9840,+5.97957090E+00,+5.97955708E+00,+5.97959443E+00,+1.13355436E-05
5.985,5.9851,+5.98062976E+00,+5.98062155E+00,+5.98064396E+00,+7.61774410E-06
5.986,5.9859,+5.98164418E+00,+5.98161504E+00,+5.98166733E+00,+1.51988338E-05
5.987,5.9866,+5.98213682E+00,+5.98211926E+00,+5.98215661E+00,+9.45668593E-06
5.988,5.9876,+5.98317775E+00,+5.98316132E+00,+5.98319867E+00,+1.27434117E-05
5.989,5.9885,+5.98421047E+00,+5.98417723E+00,+5.98424072E+00,+1.87080741E-05
5.990,5.9896,+5.98526036E+00,+5.98523422E+00,+5.98529024E+00,+1.40742710E-05
5.991,5.9906,+5.98630167E+00,+5.98628001E+00,+5.98633230E+00,+1.51066911E-05
5.992,5.9916,+5.98731198E+00,+5.98728471E+00,+5.98732953E+00,+1.22800035E-05
5.993,5.9926,+5.98829390E+00,+5.98827074E+00,+5.98832676E+00,+1.75022623E-05
5.994,5.9938,+5.98935686E+00,+5.98933520E+00,+5.98937255E+00,+1.06687319E-05
5.995,5.9946,+5.99034215E+00,+5.99031750E+00,+5.99035858E+00,+1.22970608E-05
5.996,5.9958,+5.99136552E+00,+5.99133340E+00,+5.99139316E+00,+1.67197138E-05
5.997,5.9968,+5.99237695E+00,+5.99234184E+00,+5.99239787E+00,+1.79278248E-05
5.998,5.9978,+5.99339697E+00,+5.99338016E+00,+5.99342125E+00,+1.28566542E-05
5.999,5.9987,+5.99448459E+00,+5.99446330E+00,+5.99451185E+00,+1.47564537E-05
6.000,5.9998,+5.99550946E+00,+5.99548668E+00,+5.99553897E+00,+1.33050598E-05
6.001,6.0003,+5.99602638E+00,+5.99599837E+00,+5.99603945E+00,+1.39996072E-05
6.002,6.0014,+5.99706918E+00,+5.99704042E+00,+5.99709271E+00,+1.45659899E-05
6.003,6.0025,+5.99805857E+00,+5.99802645E+00,+5.99808621E+00,+1.95646742E-05
6.004,6.0034,+5.99908904E+00,+5.99903862E+00,+5.99912079E+00,+2.35185457E-05
6.005,6.0044,+6.00013334E+00,+6.00012176E+00,+6.00014790E+00,+8.42599728E-06
6.006,6.0054,+6.00114589E+00,+6.00113393E+00,+6.00116755E+00,+9.99369236E-06
6.007,6.0065,+6.00222940E+00,+6.00220587E+00,+6.00225069E+00,+1.25053329E-05
6.008,6.0075,+6.00323709E+00,+6.00319563E+00,+6.00328153E+00,+2.32317466E-05
6.009,6.0087,+6.00428288E+00,+6.00424889E+00,+6.00432359E+00,+2.14197234E-05
6.010,6.0096,+6.00534584E+00,+6.00531709E+00,+6.00537311E+00,+1.59381973E-05
6.011,6.0108,+6.00635764E+00,+6.00633673E+00,+6.00638155E+00,+1.28516792E-05
6.012,6.0118,+6.00737990E+00,+6.00737131E+00,+6.00738999E+00,+6.26217643E-06
6.013,6.0127,+6.00839618E+00,+6.00838349E+00,+6.00843204E+00,+1.36927321E-05
6.014,6.0138,+6.00944197E+00,+6.00941060E+00,+6.00947036E+00,+1.97068857E-05
6.015,6.0146,+6.01041493E+00,+6.01038916E+00,+6.01043771E+00,+1.63192685E-05
6.016,6.0152,+6.01087881E+00,+6.01086350E+00,+6.01092699E+00,+2.09589798E-05
6.017,6.0160,+6.01185662E+00,+6.01182338E+00,+6.01189808E+00,+2.54663243E-05
6.018,6.0172,+6.01280829E+00,+6.01277580E+00,+6.01282062E+00,+1.28350821E-05
6.019,6.0181,+6.01383092E+00,+6.01379917E+00,+6.01385893E+00,+1.89896694E-05
6.020,6.0195,+6.01500407E+00,+6.01499436E+00,+6.01502424E+00,+8.86968386E-06
6.021,6.0206,+6.01616975E+00,+6.01614473E+00,+6.01622690E+00,+2.42657529E-05
6.022,6.0216,+6.01729136E+00,+6.01725401E+00,+6.01731750E+00,+1.96216101E-05
6.023,6.0227,+6.01839243E+00,+6.01837823E+00,+6.01841558E+00,+1.25882978E-05
6.024,6.0238,+6.01941730E+00,+6.01939414E+00,+6.01944643E+00,+2.07144793E-05
6.025,6.0248,+6.02048027E+00,+6.02045860E+00,+6.02048848E+00,+8.64698861E-06
6.026,6.0258,+6.02150999E+00,+6.02148572E+00,+6.02153801E+00,+2.01997318E-05
6.027,6.0264,+6.02203625E+00,+6.02201235E+00,+6.02206464E+00,+1.69685955E-05
6.028,6.0274,+6.02307569E+00,+6.02305813E+00,+6.02309548E+00,+1.08310021E-05
6.029,6.0284,+6.02417041E+00,+6.02415248E+00,+6.02419356E+00,+1.20218298E-05
6.030,6.0296,+6.02514934E+00,+6.02510116E+00,+6.02517959E+00,+2.44604274E-05
6.031,6.0304,+6.02623210E+00,+6.02621044E+00,+6.02624779E+00,+1.25885800E-05
6.032,6.0316,+6.02723905E+00,+6.02721514E+00,+6.02725996E+00,+1.58637961E-05
6.033,6.0325,+6.02827326E+00,+6.02824973E+00,+6.02829455E+00,+1.31576494E-05
6.034,6.0335,+6.02929439E+00,+6.02927310E+00,+6.02932166E+00,+1.30508314E-05
6.035,6.0345,+6.03030433E+00,+6.03028528E+00,+6.03032636E+00,+1.15057037E-05
6.036,6.0357,+6.03139195E+00,+6.03137589E+00,+6.03142444E+00,+1.57620198E-05
6.037,6.0366,+6.03244334E+00,+6.03242541E+00,+6.03246649E+00,+1.13044731E-05
6.038,6.0378,+6.03347829E+00,+6.03345999E+00,+6.03349361E+00,+1.17458964E-05
6.039,6.0388,+6.03457002E+00,+6.03453192E+00,+6.03458795E+00,+1.82056824E-05
6.040,6.0399,+6.03556576E+00,+6.03551048E+00,+6.03558892E+00,+2.26450589E-05
6.041,6.0408,+6.03657345E+00,+6.03656001E+00,+6.03658615E+00,+8.87008439E-06
6.042,6.0414,+6.03708178E+00,+6.03706796E+00,+6.03709784E+00,+9.45593453E-06
6.043,6.0424,+6.03807901E+00,+6.03806146E+00,+6.03809134E+00,+1.05710480E-05
6.044,6.0433,+6.03910501E+00,+6.03908484E+00,+6.03911472E+00,+9.17950233E-06
6.045,6.0445,+6.04015640E+00,+6.04011942E+00,+6.04019412E+00,+2.14197234E-05
6.046,6.0454,+6.04119061E+00,+6.04116894E+00,+6.04121750E+00,+1.47328407E-05
6.047,6.0465,+6.04220577E+00,+6.04218485E+00,+6.04222967E+00,+1.12300592E-05
6.048,6.0476,+6.04325977E+00,+6.04323811E+00,+6.04329414E+00,+1.59161144E-05
6.049,6.0485,+6.04423833E+00,+6.04422414E+00,+6.04425402E+00,+8.96411055E-06
6.050,6.0497,+6.04529383E+00,+6.04526993E+00,+6.04530728E+00,+1.27428541E-05
6.051,6.0507,+6.04633364E+00,+6.04631572E+00,+6.04637548E+00,+1.72614887E-05
6.052,6.0517,+6.04742948E+00,+6.04740632E+00,+6.04745114E+00,+1.20221253E-05
6.053,6.0528,+6.04849544E+00,+6.04845958E+00,+6.04853055E+00,+2.10089252E-05
6.054,6.0538,+6.04952442E+00,+6.04949043E+00,+6.04954272E+00,+1.44122503E-05
6.055,6.0549,+6.05055340E+00,+6.05052875E+00,+6.05057357E+00,+1.47708921E-05
6.056,6.0552,+6.05106808E+00,+6.05105164E+00,+6.05111140E+00,+1.69679674E-05
6.057,6.0564,+6.05212955E+00,+6.05210490E+00,+6.05216093E+00,+1.70506793E-05
6.058,6.0577,+6.05312380E+00,+6.05310213E+00,+6.05314695E+00,+1.33415914E-05
6.059,6.0584,+6.05411954E+00,+6.05409937E+00,+6.05414045E+00,+1.35906433E-05
6.060,6.0596,+6.05516869E+00,+6.05512648E+00,+6.05519745E+00,+2.57169004E-05
6.061,6.0606,+6.05620887E+00,+6.05619094E+00,+6.05624323E+00,+1.42518682E-05
6.062,6.0616,+6.05722030E+00,+6.05719938E+00,+6.05724047E+00,+1.21829911E-05
6.063,6.0626,+6.05833705E+00,+6.05831987E+00,+6.05836095E+00,+1.19515859E-05
6.064,6.0637,+6.05936118E+00,+6.05935072E+00,+6.05939554E+00,+1.32367947E-05
6.065,6.0647,+6.06038455E+00,+6.06035916E+00,+6.06041145E+00,+1.51066911E-05
6.066,6.0657,+6.06137992E+00,+6.06134892E+00,+6.06140121E+00,+1.55838507E-05
6.067,6.0668,+6.06243094E+00,+6.06240965E+00,+6.06244700E+00,+1.57622452E-05
6.068,6.0673,+6.06293068E+00,+6.06291013E+00,+6.06294375E+00,+1.13599635E-05
