Test Setup Parameters
DMM Model: SDM3055
PSU Model: DP832
PSU Channel: 1
Load: open
voltMin: 0.000
voltMax: 32.000
voltStep: 0.001
currentLimit: 0.020
overCurrentLimit: 0.020
dmmMeasureMode: average
dmmMeasureCount: 10
cmdDelay: 0.01
measDelay: 1
startTime: 2018-04-15 16:36:36.184772
endTime: 2018-04-17 03:41:47.075619
elapsedTime: 1 day, 11:05:10.890847
DP832 Initial System Temp: 28.90C
DP832 Ending System Temp: 31.54C
Run Notes:
START DATA CAPTURE
SetVoltage,PsuMeasureVoltage,DmmAverageVoltage,DmmMinimumVoltage,DmmMaximumVoltage,DmmStandardDeviation
1.293,1.2968,+1.29061221E+00,+1.29060286E+00,+1.29062234E+00,+6.78790010E-06
1.294,1.2978,+1.29164893E+00,+1.29163914E+00,+1.29166730E+00,+1.06747451E-05
1.295,1.2989,+1.29265647E+00,+1.29264096E+00,+1.29266642E+00,+8.10193003E-06
1.296,1.3000,+1.29371219E+00,+1.29370808E+00,+1.29371947E+00,+3.70101170E-06
1.297,1.3008,+1.29472500E+00,+1.29471590E+00,+1.29473237E+00,+4.99366793E-06
1.298,1.3020,+1.29575001E+00,+1.29573899E+00,+1.29577554E+00,+9.95043937E-06
1.299,1.3030,+1.29680788E+00,+1.29680102E+00,+1.29681600E+00,+5.53778155E-06
1.300,1.3040,+1.29784766E+00,+1.29783730E+00,+1.29785377E+00,+4.35636664E-06
1.301,1.3051,+1.29888462E+00,+1.29887057E+00,+1.29889933E+00,+1.00604801E-05
1.302,1.3061,+1.29990669E+00,+1.29989636E+00,+1.29991973E+00,+7.18413710E-06
1.303,1.3071,+1.30094201E+00,+1.30092304E+00,+1.30095989E+00,+1.14456730E-05
1.304,1.3076,+1.30145547E+00,+1.30143414E+00,+1.30146470E+00,+9.41180273E-06
1.305,1.3087,+1.30247065E+00,+1.30245633E+00,+1.30249288E+00,+1.20192253E-05
1.306,1.3097,+1.30351840E+00,+1.30351148E+00,+1.30352646E+00,+4.75473148E-06
1.307,1.3108,+1.30454278E+00,+1.30453487E+00,+1.30455074E+00,+4.88646770E-06
1.308,1.3118,+1.30560913E+00,+1.30559990E+00,+1.30562357E+00,+7.10318207E-06
1.309,1.3129,+1.30669168E+00,+1.30667482E+00,+1.30671077E+00,+1.15766871E-05
1.310,1.3140,+1.30774695E+00,+1.30773326E+00,+1.30776472E+00,+1.16385319E-05
1.311,1.3150,+1.30881144E+00,+1.30879589E+00,+1.30883514E+00,+1.10591515E-05
1.312,1.3160,+1.30985634E+00,+1.30984804E+00,+1.30986662E+00,+6.40874673E-06
1.313,1.3171,+1.31087794E+00,+1.31086514E+00,+1.31089810E+00,+1.22991462E-05
1.314,1.3181,+1.31191732E+00,+1.31189782E+00,+1.31193048E+00,+8.89370909E-06
1.315,1.3191,+1.31295369E+00,+1.31293949E+00,+1.31296315E+00,+6.68713579E-06
1.316,1.3196,+1.31346847E+00,+1.31345837E+00,+1.31348054E+00,+6.31273057E-06
1.317,1.3207,+1.31450486E+00,+1.31449254E+00,+1.31451531E+00,+6.45670943E-06
1.318,1.3218,+1.31558685E+00,+1.31557495E+00,+1.31560012E+00,+7.79505935E-06
1.319,1.3228,+1.31660709E+00,+1.31659415E+00,+1.31662321E+00,+9.75276162E-06
1.320,1.3238,+1.31764771E+00,+1.31763671E+00,+1.31765978E+00,+6.55273375E-06
1.321,1.3249,+1.31867973E+00,+1.31866280E+00,+1.31869366E+00,+9.93548821E-06
1.322,1.3259,+1.31972430E+00,+1.31971345E+00,+1.31973772E+00,+8.50301570E-06
1.323,1.3269,+1.32075068E+00,+1.32074044E+00,+1.32075961E+00,+5.36888652E-06
1.324,1.3279,+1.32179205E+00,+1.32178540E+00,+1.32180097E+00,+5.82118778E-06
1.325,1.3289,+1.32282772E+00,+1.32281418E+00,+1.32283874E+00,+8.45325420E-06
1.326,1.3300,+1.32389101E+00,+1.32387382E+00,+1.32390108E+00,+8.71194322E-06
1.327,1.3311,+1.32493307E+00,+1.32491788E+00,+1.32494155E+00,+6.47419014E-06
1.328,1.3322,+1.32596176E+00,+1.32595415E+00,+1.32597243E+00,+6.87121288E-06
1.329,1.3332,+1.32698431E+00,+1.32697125E+00,+1.32698923E+00,+5.12664917E-06
1.330,1.3337,+1.32748253E+00,+1.32747336E+00,+1.32749373E+00,+7.16155450E-06
1.331,1.3346,+1.32851952E+00,+1.32850933E+00,+1.32853060E+00,+6.60861039E-06
1.332,1.3358,+1.32958440E+00,+1.32956867E+00,+1.32960282E+00,+1.00003668E-05
1.333,1.3367,+1.33061327E+00,+1.33060884E+00,+1.33061932E+00,+3.28130201E-06
1.334,1.3378,+1.33165065E+00,+1.33162743E+00,+1.33167327E+00,+1.52532292E-05
1.335,1.3387,+1.33267227E+00,+1.33266371E+00,+1.33267958E+00,+5.23073210E-06
1.336,1.3398,+1.33372799E+00,+1.33371825E+00,+1.33373563E+00,+6.05764735E-06
1.337,1.3411,+1.33475228E+00,+1.33474224E+00,+1.33476381E+00,+6.53242162E-06
1.338,1.3421,+1.33579607E+00,+1.33578630E+00,+1.33580578E+00,+5.38457949E-06
1.339,1.3431,+1.33685250E+00,+1.33684235E+00,+1.33686002E+00,+5.15160104E-06
1.340,1.3440,+1.33789168E+00,+1.33787832E+00,+1.33789899E+00,+7.01088153E-06
1.341,1.3451,+1.33891136E+00,+1.33890261E+00,+1.33891999E+00,+6.72149742E-06
1.342,1.3456,+1.33944217E+00,+1.33942868E+00,+1.33946224E+00,+9.51066540E-06
1.343,1.3467,+1.34048716E+00,+1.34047844E+00,+1.34050031E+00,+6.27630824E-06
1.344,1.3476,+1.34150977E+00,+1.34150033E+00,+1.34151621E+00,+5.43285793E-06
1.345,1.3487,+1.34251527E+00,+1.34249855E+00,+1.34253391E+00,+1.29585453E-05
1.346,1.3497,+1.34352380E+00,+1.34351565E+00,+1.34353632E+00,+6.24091870E-06
1.347,1.3507,+1.34454171E+00,+1.34453065E+00,+1.34455222E+00,+7.41917727E-06
1.348,1.3518,+1.34554655E+00,+1.34554236E+00,+1.34555225E+00,+3.25439450E-06
1.349,1.3528,+1.34657650E+00,+1.34656605E+00,+1.34659002E+00,+8.23880607E-06
1.350,1.3539,+1.34762698E+00,+1.34762299E+00,+1.34763258E+00,+3.28752173E-06
1.351,1.3549,+1.34863970E+00,+1.34862481E+00,+1.34865807E+00,+9.24657576E-06
1.352,1.3558,+1.34968940E+00,+1.34966348E+00,+1.34970902E+00,+1.57186416E-05
1.353,1.3569,+1.35069556E+00,+1.35068807E+00,+1.35070455E+00,+4.40706723E-06
1.354,1.3579,+1.35173896E+00,+1.35172584E+00,+1.35175011E+00,+8.52932366E-06
1.355,1.3589,+1.35274863E+00,+1.35273515E+00,+1.35276421E+00,+9.68183383E-06
1.356,1.3596,+1.35324744E+00,+1.35322947E+00,+1.35325733E+00,+8.50425601E-06
1.357,1.3604,+1.35427877E+00,+1.35425795E+00,+1.35430229E+00,+1.49092205E-05
1.358,1.3615,+1.35533164E+00,+1.35531819E+00,+1.35533916E+00,+6.08899810E-06
1.359,1.3626,+1.35637235E+00,+1.35636075E+00,+1.35638592E+00,+8.37031530E-06
1.360,1.3637,+1.35738510E+00,+1.35737426E+00,+1.35740182E+00,+7.51337767E-06
1.361,1.3646,+1.35840460E+00,+1.35839255E+00,+1.35841562E+00,+7.24210231E-06
1.362,1.3656,+1.35946313E+00,+1.35944680E+00,+1.35947526E+00,+8.76336517E-06
1.363,1.3667,+1.36048295E+00,+1.36047019E+00,+1.36050075E+00,+1.07769912E-05
1.364,1.3677,+1.36149496E+00,+1.36148130E+00,+1.36150407E+00,+6.56799846E-06
1.365,1.3685,+1.36238252E+00,+1.36237646E+00,+1.36239024E+00,+5.15048026E-06
1.366,1.3695,+1.36325701E+00,+1.36324347E+00,+1.36327283E+00,+8.94735009E-06
1.367,1.3704,+1.36418282E+00,+1.36416410E+00,+1.36418986E+00,+9.07730258E-06
1.368,1.3709,+1.36463232E+00,+1.36462127E+00,+1.36464134E+00,+7.16312008E-06
1.369,1.3719,+1.36570005E+00,+1.36568840E+00,+1.36570817E+00,+5.45783381E-06
1.370,1.3732,+1.36692551E+00,+1.36691821E+00,+1.36693199E+00,+4.05760562E-06
1.371,1.3744,+1.36818174E+00,+1.36817557E+00,+1.36818606E+00,+3.57550250E-06
1.372,1.3757,+1.36943039E+00,+1.36942275E+00,+1.36944163E+00,+5.89398850E-06
1.373,1.3767,+1.37056005E+00,+1.37055519E+00,+1.37057167E+00,+4.52320815E-06
1.374,1.3779,+1.37160887E+00,+1.37159476E+00,+1.37161483E+00,+6.48729544E-06
1.375,1.3789,+1.37261384E+00,+1.37260767E+00,+1.37262714E+00,+5.24791734E-06
1.376,1.3800,+1.37363899E+00,+1.37362986E+00,+1.37366101E+00,+8.12453616E-06
1.377,1.3810,+1.37466556E+00,+1.37465444E+00,+1.37467572E+00,+5.92463123E-06
1.378,1.3820,+1.37569051E+00,+1.37567154E+00,+1.37571139E+00,+1.27217436E-05
1.379,1.3830,+1.37674143E+00,+1.37673508E+00,+1.37675215E+00,+6.33509685E-06
1.380,1.3840,+1.37776758E+00,+1.37776386E+00,+1.37777824E+00,+4.06422172E-06
1.381,1.3850,+1.37883105E+00,+1.37882170E+00,+1.37884237E+00,+5.77796248E-06
1.382,1.3854,+1.37934745E+00,+1.37934298E+00,+1.37935227E+00,+3.21395629E-06
1.383,1.3865,+1.38035574E+00,+1.38033941E+00,+1.38037356E+00,+1.21591193E-05
1.384,1.3875,+1.38138332E+00,+1.38136909E+00,+1.38139276E+00,+6.44111203E-06
1.385,1.3887,+1.38239104E+00,+1.38238290E+00,+1.38240417E+00,+6.98088788E-06
1.386,1.3896,+1.38343286E+00,+1.38341827E+00,+1.38344463E+00,+8.52012902E-06
1.387,1.3907,+1.38447596E+00,+1.38445903E+00,+1.38449798E+00,+1.31643136E-05
1.388,1.3917,+1.38550537E+00,+1.38549021E+00,+1.38552227E+00,+8.51821331E-06
1.389,1.3927,+1.38653901E+00,+1.38652978E+00,+1.38654895E+00,+5.51079110E-06
1.390,1.3939,+1.38756138E+00,+1.38755437E+00,+1.38756575E+00,+3.66726023E-06
1.391,1.3948,+1.38857189E+00,+1.38856428E+00,+1.38857866E+00,+4.41972058E-06
1.392,1.3959,+1.38962589E+00,+1.38961134E+00,+1.38964219E+00,+1.03469547E-05
1.393,1.3968,+1.39064452E+00,+1.39063742E+00,+1.39065570E+00,+6.04553901E-06
1.394,1.3973,+1.39113941E+00,+1.39112575E+00,+1.39116350E+00,+1.16840783E-05
1.395,1.3984,+1.39216061E+00,+1.39214644E+00,+1.39217131E+00,+7.54237255E-06
1.396,1.3995,+1.39323316E+00,+1.39322316E+00,+1.39324293E+00,+6.86466593E-06
1.397,1.4006,+1.39426584E+00,+1.39425284E+00,+1.39429149E+00,+1.23538715E-05
1.398,1.4016,+1.39531263E+00,+1.39529211E+00,+1.39532626E+00,+9.71722534E-06
1.399,1.4026,+1.39634579E+00,+1.39633857E+00,+1.39635354E+00,+5.09203443E-06
1.400,1.4036,+1.39736968E+00,+1.39735656E+00,+1.39738113E+00,+7.59649447E-06
1.401,1.4046,+1.39840197E+00,+1.39839313E+00,+1.39840871E+00,+4.50424417E-06
1.402,1.4057,+1.39946650E+00,+1.39945247E+00,+1.39947614E+00,+7.42683501E-06
1.403,1.4067,+1.40051772E+00,+1.40050253E+00,+1.40052769E+00,+8.80099971E-06
1.404,1.4078,+1.40152840E+00,+1.40151184E+00,+1.40154150E+00,+8.53802729E-06
1.405,1.4088,+1.40255707E+00,+1.40254332E+00,+1.40257957E+00,+1.25436980E-05
1.406,1.4097,+1.40359792E+00,+1.40359067E+00,+1.40360445E+00,+4.16801221E-06
1.407,1.4110,+1.40462826E+00,+1.40462125E+00,+1.40463354E+00,+3.68179319E-06
1.408,1.4115,+1.40514223E+00,+1.40512755E+00,+1.40515302E+00,+9.06620250E-06
1.409,1.4125,+1.40617461E+00,+1.40616892E+00,+1.40617761E+00,+2.96862398E-06
1.410,1.4136,+1.40721640E+00,+1.40719081E+00,+1.40723066E+00,+1.48035068E-05
1.411,1.4145,+1.40828050E+00,+1.40827322E+00,+1.40828460E+00,+3.33080120E-06
1.412,1.4155,+1.40934335E+00,+1.40933106E+00,+1.40935173E+00,+7.65800815E-06
1.413,1.4167,+1.41039888E+00,+1.41038501E+00,+1.41041107E+00,+8.95968794E-06
1.414,1.4176,+1.41144073E+00,+1.41142727E+00,+1.41145484E+00,+9.69518377E-06
1.415,1.4188,+1.41247178E+00,+1.41246325E+00,+1.41247793E+00,+4.30039870E-06
1.416,1.4197,+1.41350917E+00,+1.41349383E+00,+1.41351540E+00,+6.66241899E-06
1.417,1.4208,+1.41452303E+00,+1.41451692E+00,+1.41452980E+00,+4.35221060E-06
1.418,1.4218,+1.41559995E+00,+1.41558674E+00,+1.41561460E+00,+8.88256706E-06
1.419,1.4229,+1.41662116E+00,+1.41661253E+00,+1.41663110E+00,+6.01685935E-06
1.420,1.4234,+1.41714657E+00,+1.41713771E+00,+1.41716077E+00,+6.82268180E-06
1.421,1.4243,+1.41817721E+00,+1.41816829E+00,+1.41818326E+00,+4.64462286E-06
1.422,1.4255,+1.41923209E+00,+1.41922343E+00,+1.41924770E+00,+7.14311374E-06
1.423,1.4264,+1.42026075E+00,+1.42024442E+00,+1.42027169E+00,+8.46645637E-06
1.424,1.4276,+1.42130838E+00,+1.42130346E+00,+1.42131545E+00,+3.78295847E-06
1.425,1.4286,+1.42234201E+00,+1.42233854E+00,+1.42234603E+00,+2.72353118E-06
1.426,1.4298,+1.42340225E+00,+1.42339458E+00,+1.42341016E+00,+4.93032566E-06
1.427,1.4308,+1.42444712E+00,+1.42444134E+00,+1.42445273E+00,+3.51686346E-06
1.428,1.4318,+1.42549361E+00,+1.42546952E+00,+1.42552405E+00,+1.98295100E-05
1.429,1.4327,+1.42656338E+00,+1.42655073E+00,+1.42657770E+00,+7.48346938E-06
1.430,1.4337,+1.42760205E+00,+1.42758850E+00,+1.42761726E+00,+9.83336648E-06
1.431,1.4349,+1.42864107E+00,+1.42863137E+00,+1.42864814E+00,+4.46015427E-06
1.432,1.4354,+1.42917006E+00,+1.42916373E+00,+1.42917841E+00,+4.39576678E-06
1.433,1.4369,+1.43072569E+00,+1.43071590E+00,+1.43073776E+00,+6.91783098E-06
1.434,1.4374,+1.43125003E+00,+1.43123358E+00,+1.43126414E+00,+1.07246339E-05
1.435,1.4386,+1.43228879E+00,+1.43228094E+00,+1.43229442E+00,+3.96958656E-06
1.436,1.4395,+1.43335346E+00,+1.43334417E+00,+1.43336065E+00,+4.46184661E-06
1.437,1.4406,+1.43437493E+00,+1.43436247E+00,+1.43438584E+00,+5.96500760E-06
1.438,1.4416,+1.43542175E+00,+1.43540833E+00,+1.43543469E+00,+7.59301532E-06
1.439,1.4427,+1.43646572E+00,+1.43645718E+00,+1.43647486E+00,+5.53096098E-06
1.440,1.4437,+1.43748174E+00,+1.43747159E+00,+1.43748986E+00,+5.09205623E-06
1.441,1.4447,+1.43849504E+00,+1.43848000E+00,+1.43851685E+00,+1.15912071E-05
1.442,1.4457,+1.43954092E+00,+1.43953394E+00,+1.43954623E+00,+3.66695748E-06
1.443,1.4467,+1.44056159E+00,+1.44054325E+00,+1.44057860E+00,+1.07874733E-05
1.444,1.4479,+1.44160460E+00,+1.44158761E+00,+1.44162207E+00,+9.94165452E-06
1.445,1.4488,+1.44265747E+00,+1.44265295E+00,+1.44266403E+00,+3.64326535E-06
1.446,1.4494,+1.44317441E+00,+1.44316404E+00,+1.44319460E+00,+8.62600923E-06
1.447,1.4505,+1.44423378E+00,+1.44422368E+00,+1.44424645E+00,+6.26561491E-06
1.448,1.4514,+1.44526448E+00,+1.44525726E+00,+1.44527014E+00,+4.63423717E-06
1.449,1.4525,+1.44628886E+00,+1.44627945E+00,+1.44630012E+00,+6.10329443E-06
1.450,1.4536,+1.44735793E+00,+1.44734868E+00,+1.44736485E+00,+4.91616386E-06
1.451,1.4546,+1.44835529E+00,+1.44834840E+00,+1.44836757E+00,+6.83159332E-06
1.452,1.4555,+1.44938218E+00,+1.44937089E+00,+1.44939546E+00,+6.79878441E-06
1.453,1.4565,+1.45042184E+00,+1.45040267E+00,+1.45043862E+00,+9.51445852E-06
1.454,1.4577,+1.45147136E+00,+1.45145871E+00,+1.45148717E+00,+9.53024498E-06
1.455,1.4588,+1.45254244E+00,+1.45253093E+00,+1.45255550E+00,+9.06044518E-06
1.456,1.4598,+1.45359785E+00,+1.45357530E+00,+1.45361874E+00,+1.32755046E-05
1.457,1.4607,+1.45462415E+00,+1.45461696E+00,+1.45463224E+00,+3.95187111E-06
1.458,1.4614,+1.45514510E+00,+1.45513644E+00,+1.45514903E+00,+3.51029106E-06
1.459,1.4624,+1.45619584E+00,+1.45618830E+00,+1.45620238E+00,+4.28065520E-06
1.460,1.4634,+1.45723592E+00,+1.45721678E+00,+1.45724883E+00,+9.85312735E-06
1.461,1.4645,+1.45828010E+00,+1.45827043E+00,+1.45829799E+00,+7.11102397E-06
1.462,1.4655,+1.45935116E+00,+1.45934085E+00,+1.45936182E+00,+6.56388962E-06
1.463,1.4666,+1.46039812E+00,+1.46038222E+00,+1.46040738E+00,+7.71687389E-06
1.464,1.4677,+1.46144905E+00,+1.46143796E+00,+1.46146013E+00,+6.39046161E-06
1.465,1.4687,+1.46247906E+00,+1.46246465E+00,+1.46248592E+00,+6.85712517E-06
1.466,1.4697,+1.46349915E+00,+1.46348294E+00,+1.46351380E+00,+8.73073264E-06
1.467,1.4708,+1.46455094E+00,+1.46453929E+00,+1.46455786E+00,+6.59423105E-06
1.468,1.4717,+1.46557963E+00,+1.46556747E+00,+1.46559204E+00,+7.67460435E-06
1.469,1.4728,+1.46660183E+00,+1.46658846E+00,+1.46661573E+00,+7.41889295E-06
1.470,1.4738,+1.46764960E+00,+1.46763882E+00,+1.46765739E+00,+5.59037870E-06
1.471,1.4749,+1.46868983E+00,+1.46867449E+00,+1.46869966E+00,+8.92824558E-06
1.472,1.4753,+1.46919083E+00,+1.46916821E+00,+1.46921015E+00,+1.40533514E-05
1.473,1.4765,+1.47027453E+00,+1.47026350E+00,+1.47028387E+00,+7.73477926E-06
1.474,1.4776,+1.47130079E+00,+1.47129108E+00,+1.47131086E+00,+6.94525204E-06
1.475,1.4786,+1.47234252E+00,+1.47232466E+00,+1.47235072E+00,+6.89210520E-06
1.476,1.4796,+1.47335200E+00,+1.47334655E+00,+1.47335913E+00,+3.87103374E-06
1.477,1.4807,+1.47438372E+00,+1.47437833E+00,+1.47439121E+00,+4.04373698E-06
1.478,1.4817,+1.47545613E+00,+1.47543917E+00,+1.47547632E+00,+1.38149597E-05
1.479,1.4827,+1.47649129E+00,+1.47647574E+00,+1.47650450E+00,+9.33202991E-06
1.480,1.4838,+1.47755153E+00,+1.47753987E+00,+1.47756504E+00,+9.36464184E-06
1.481,1.4848,+1.47859316E+00,+1.47858933E+00,+1.47860071E+00,+3.50858275E-06
1.482,1.4860,+1.47964361E+00,+1.47963728E+00,+1.47965136E+00,+4.61690784E-06
1.483,1.4868,+1.48069725E+00,+1.48068644E+00,+1.48070651E+00,+5.05665586E-06
1.484,1.4875,+1.48119586E+00,+1.48118825E+00,+1.48120353E+00,+4.97203319E-06
1.485,1.4884,+1.48219450E+00,+1.48218527E+00,+1.48220325E+00,+6.07773777E-06
1.486,1.4895,+1.48325360E+00,+1.48324521E+00,+1.48326229E+00,+5.11224942E-06
1.487,1.4905,+1.48430150E+00,+1.48429257E+00,+1.48431564E+00,+7.68807502E-06
1.488,1.4916,+1.48534930E+00,+1.48532525E+00,+1.48537018E+00,+1.87384694E-05
1.489,1.4926,+1.48637841E+00,+1.48637051E+00,+1.48638908E+00,+4.86444750E-06
1.490,1.4936,+1.48742071E+00,+1.48740678E+00,+1.48742985E+00,+6.61027335E-06
1.491,1.4947,+1.48845689E+00,+1.48845024E+00,+1.48846462E+00,+4.19810962E-06
1.492,1.4957,+1.48948217E+00,+1.48946344E+00,+1.48949760E+00,+1.02913638E-05
1.493,1.4968,+1.49054157E+00,+1.49052548E+00,+1.49055604E+00,+8.21225692E-06
1.494,1.4979,+1.49159519E+00,+1.49158242E+00,+1.49160429E+00,+6.54474878E-06
1.495,1.4989,+1.49264512E+00,+1.49262708E+00,+1.49265704E+00,+8.65886975E-06
1.496,1.4998,+1.49367510E+00,+1.49366755E+00,+1.49369122E+00,+7.20732676E-06
1.497,1.5009,+1.49472734E+00,+1.49471461E+00,+1.49473408E+00,+6.41598389E-06
1.498,1.5014,+1.49523571E+00,+1.49522091E+00,+1.49525746E+00,+1.01614776E-05
1.499,1.5025,+1.49629301E+00,+1.49628594E+00,+1.49629883E+00,+4.81056013E-06
1.500,1.5036,+1.49734151E+00,+1.49732461E+00,+1.49735038E+00,+7.82054053E-06
1.501,1.5046,+1.49833449E+00,+1.49832373E+00,+1.49834201E+00,+5.32294841E-06
1.502,1.5056,+1.49936732E+00,+1.49935911E+00,+1.49937379E+00,+4.48017233E-06
1.503,1.5066,+1.50043529E+00,+1.50043013E+00,+1.50044242E+00,+4.05004680E-06
1.504,1.5078,+1.50145253E+00,+1.50144453E+00,+1.50146670E+00,+8.01870792E-06
1.505,1.5087,+1.50249884E+00,+1.50249009E+00,+1.50250777E+00,+4.81904567E-06
1.506,1.5098,+1.50351765E+00,+1.50350569E+00,+1.50352756E+00,+6.51069914E-06
1.507,1.5108,+1.50456569E+00,+1.50454197E+00,+1.50458541E+00,+1.43181628E-05
1.508,1.5118,+1.50561566E+00,+1.50559831E+00,+1.50563007E+00,+1.13570508E-05
1.509,1.5129,+1.50663677E+00,+1.50661751E+00,+1.50665346E+00,+1.16962251E-05
1.510,1.5133,+1.50714244E+00,+1.50713280E+00,+1.50715047E+00,+5.42876932E-06
1.511,1.5144,+1.50820906E+00,+1.50820412E+00,+1.50821281E+00,+2.92077964E-06
1.512,1.5156,+1.50926349E+00,+1.50925387E+00,+1.50927215E+00,+6.24474225E-06
1.513,1.5166,+1.51028829E+00,+1.51028146E+00,+1.51029284E+00,+4.00117683E-06
1.514,1.5175,+1.51133490E+00,+1.51131953E+00,+1.51135578E+00,+1.39596127E-05
1.515,1.5186,+1.51236988E+00,+1.51235790E+00,+1.51238456E+00,+9.80892634E-06
1.516,1.5198,+1.51340651E+00,+1.51339866E+00,+1.51341903E+00,+6.90192447E-06
1.517,1.5207,+1.51445791E+00,+1.51445201E+00,+1.51446310E+00,+3.14799154E-06
1.518,1.5217,+1.51547070E+00,+1.51545832E+00,+1.51548319E+00,+8.24609311E-06
1.519,1.5228,+1.51650406E+00,+1.51649310E+00,+1.51651017E+00,+4.99013169E-06
1.520,1.5238,+1.51758192E+00,+1.51757251E+00,+1.51759198E+00,+6.28019864E-06
1.521,1.5250,+1.51859551E+00,+1.51858542E+00,+1.51861178E+00,+9.03049710E-06
1.522,1.5259,+1.51959937E+00,+1.51959143E+00,+1.51960701E+00,+5.31426469E-06
1.523,1.5269,+1.52064331E+00,+1.52063429E+00,+1.52065227E+00,+5.88042944E-06
1.524,1.5280,+1.52166712E+00,+1.52165229E+00,+1.52168644E+00,+1.18647309E-05
1.525,1.5285,+1.52218256E+00,+1.52216488E+00,+1.52219694E+00,+9.84081530E-06
1.526,1.5295,+1.52324412E+00,+1.52322452E+00,+1.52326377E+00,+1.15457559E-05
1.527,1.5306,+1.52426640E+00,+1.52425001E+00,+1.52427847E+00,+9.50126363E-06
1.528,1.5315,+1.52526915E+00,+1.52525512E+00,+1.52528718E+00,+1.16553183E-05
1.529,1.5326,+1.52631959E+00,+1.52630488E+00,+1.52632944E+00,+7.26510695E-06
1.530,1.5336,+1.52737276E+00,+1.52736092E+00,+1.52738279E+00,+7.14407731E-06
1.531,1.5346,+1.52838099E+00,+1.52836843E+00,+1.52839300E+00,+7.75398929E-06
1.532,1.5357,+1.52942751E+00,+1.52941699E+00,+1.52943856E+00,+6.09335430E-06
1.533,1.5366,+1.53048346E+00,+1.53046584E+00,+1.53049700E+00,+1.21462472E-05
1.534,1.5378,+1.53151509E+00,+1.53150481E+00,+1.53152608E+00,+6.88791569E-06
1.535,1.5388,+1.53256107E+00,+1.53255547E+00,+1.53256655E+00,+3.90859475E-06
1.536,1.5394,+1.53310104E+00,+1.53308693E+00,+1.53310970E+00,+6.63632210E-06
1.537,1.5404,+1.53412440E+00,+1.53411841E+00,+1.53412680E+00,+2.55605956E-06
1.538,1.5414,+1.53516355E+00,+1.53514809E+00,+1.53518075E+00,+9.91826483E-06
1.539,1.5425,+1.53621963E+00,+1.53621342E+00,+1.53623350E+00,+5.84630875E-06
1.540,1.5435,+1.53724676E+00,+1.53723352E+00,+1.53726707E+00,+1.03985552E-05
1.541,1.5446,+1.53828489E+00,+1.53827788E+00,+1.53829586E+00,+5.29723182E-06
1.542,1.5457,+1.53931526E+00,+1.53930457E+00,+1.53932913E+00,+7.65107518E-06
1.543,1.5467,+1.54036882E+00,+1.54035132E+00,+1.54039147E+00,+1.37870291E-05
1.544,1.5477,+1.54141674E+00,+1.54141066E+00,+1.54142115E+00,+4.09025339E-06
1.545,1.5488,+1.54244628E+00,+1.54243196E+00,+1.54245802E+00,+7.52418638E-06
1.546,1.5498,+1.54348150E+00,+1.54346733E+00,+1.54349609E+00,+1.09552421E-05
1.547,1.5508,+1.54452727E+00,+1.54452427E+00,+1.54453506E+00,+3.43942559E-06
1.548,1.5519,+1.54555521E+00,+1.54554527E+00,+1.54556504E+00,+6.78659150E-06
1.549,1.5529,+1.54661548E+00,+1.54660700E+00,+1.54662588E+00,+6.31137623E-06
1.550,1.5540,+1.54768615E+00,+1.54766964E+00,+1.54769630E+00,+9.11200829E-06
1.551,1.5545,+1.54821531E+00,+1.54819961E+00,+1.54822208E+00,+6.68977504E-06
1.552,1.5556,+1.54927662E+00,+1.54926224E+00,+1.54928831E+00,+7.73139106E-06
1.553,1.5567,+1.55028713E+00,+1.55027485E+00,+1.55030211E+00,+8.20887645E-06
1.554,1.5576,+1.55134524E+00,+1.55133449E+00,+1.55135846E+00,+7.31560516E-06
1.555,1.5586,+1.55237142E+00,+1.55236297E+00,+1.55238274E+00,+6.24516892E-06
1.556,1.5597,+1.55341009E+00,+1.55339295E+00,+1.55342950E+00,+1.00687974E-05
1.557,1.5607,+1.55443240E+00,+1.55440676E+00,+1.55444750E+00,+1.21642588E-05
1.558,1.5617,+1.55545525E+00,+1.55544273E+00,+1.55546490E+00,+6.99237684E-06
1.559,1.5627,+1.55646780E+00,+1.55646222E+00,+1.55647481E+00,+4.68200081E-06
1.560,1.5638,+1.55751168E+00,+1.55749879E+00,+1.55752726E+00,+1.00466542E-05
1.561,1.5648,+1.55855799E+00,+1.55854915E+00,+1.55857072E+00,+7.23635123E-06
1.562,1.5659,+1.55958123E+00,+1.55957314E+00,+1.55958512E+00,+3.65440155E-06
1.563,1.5663,+1.56008873E+00,+1.56007674E+00,+1.56009861E+00,+6.33259029E-06
1.564,1.5674,+1.56114136E+00,+1.56113279E+00,+1.56115286E+00,+6.92200239E-06
1.565,1.5685,+1.56219740E+00,+1.56218614E+00,+1.56221070E+00,+8.40148030E-06
1.566,1.5694,+1.56324688E+00,+1.56324188E+00,+1.56325087E+00,+2.94764404E-06
1.567,1.5706,+1.56430482E+00,+1.56428744E+00,+1.56431410E+00,+8.14198139E-06
1.568,1.5716,+1.56532949E+00,+1.56532132E+00,+1.56534618E+00,+7.78927468E-06
1.569,1.5726,+1.56638093E+00,+1.56636837E+00,+1.56639414E+00,+6.79532163E-06
1.570,1.5737,+1.56741726E+00,+1.56740914E+00,+1.56742861E+00,+5.73204887E-06
